Century;Type;Race1;Race2;Planet;System;Event
4;Info;2468;;200110;58826;Colony founded
4;Info;2468;;200120;58827;Colony founded
4;Info;2468;;200260;58865;Colony founded
4;Diplo;2468;2096;;58869;First Contact: No intercourse!
4;Info;2468;;200283;58870;Colony founded
4;Info;2468;;200331;58885;Colony founded
4;Diplo;2468;2097;;58889;First Contact: War!
4;Battle;2468;2097;200348;58889;Planet conquered by race 2468
4;Info;2468;;200356;58890;Colony founded
4;Info;2468;;200360;58890;Colony founded
4;Info;2468;;200395;58900;Colony founded
4;Info;2468;;200528;58939;Colony founded
4;Info;2468;;200539;58941;Colony founded
4;Info;2468;;200542;58941;Colony founded
4;Diplo;2468;2099;;58955;First Contact: War!
4;Battle;2468;2099;200580;58955;Planet conquered by race 2468
4;Diplo;2468;2101;;58973;First Contact: Alliance!
4;Civ;2101;;;;TL uplifting from 5 to 7 (New gov : Theocracy)
4;Info;2468;;200674;58985;Colony founded
4;Info;2468;;200731;58995;Colony founded
4;Info;2468;;200733;58996;Colony founded
4;Info;2468;;200737;58997;Colony founded
4;Diplo;2468;2102;;59000;First Contact: War!
4;Battle;2468;2102;200749;59000;Planet conquered by race 2468
4;Info;2468;;200772;59007;Colony founded
4;Info;2468;;200840;59023;Colony founded
4;Info;2468;;200925;59051;Colony founded
4;Info;2468;;200944;59062;Colony founded
4;Info;2468;;200948;59063;Colony founded
4;Info;2468;;200974;59070;Colony founded
4;Info;2468;;200978;59071;Colony founded
4;Info;2468;;200989;59074;Colony founded
4;Info;2468;;201024;59084;Colony founded
4;Info;2468;;201146;59123;Colony founded
4;Info;2468;;201159;59126;Colony founded
4;Info;2468;;201161;59126;Colony founded
4;Info;2468;;201283;59152;Colony founded
4;Info;2468;;201354;59166;Colony founded
4;Info;2468;;201415;59181;Colony founded
4;Info;2468;;201417;59182;Colony founded
4;Info;2468;;203229;59723;Colony founded
4;Info;2468;;203241;59725;Colony founded
4;Info;2468;;203244;59725;Colony founded
4;Info;2468;;203275;59733;Colony founded
4;Info;2468;;203286;59734;Colony founded
4;Info;2468;;203299;59737;Colony founded
4;Info;2468;;203307;59738;Colony founded
4;Info;2468;;203311;59738;Colony founded
4;Info;2468;;203360;59756;Colony founded
4;Info;2468;;203364;59757;Colony founded
4;Info;2468;;203365;59757;Colony founded
4;Info;2468;;203372;59758;Colony founded
4;Info;2468;;203444;59773;Colony founded
4;Info;2468;;203450;59775;Colony founded
4;Info;2468;;203501;59793;Colony founded
4;Info;2468;;203568;59815;Colony founded
4;Info;2468;;203727;59862;Colony founded
4;Info;2468;;203731;59862;Colony founded
4;Info;2468;;203767;59876;Colony founded
4;Info;2468;;203835;59895;Colony founded
4;Info;2468;;203839;59895;Colony founded
4;Info;2468;;203840;59895;Colony founded
4;Info;2468;;203902;59912;Colony founded
4;Info;2468;;203909;59913;Colony founded
4;Info;2468;;203949;59925;Colony founded
4;Info;2468;;203953;59926;Colony founded
4;Info;2468;;204075;59962;Colony founded
4;Info;2468;;204126;59976;Colony founded
4;Info;2468;;204138;59980;Colony founded
4;Info;2468;;204170;59990;Colony founded
4;Info;2468;;204188;59996;Colony founded
4;Info;2468;;204191;59998;Colony founded
4;Info;2468;;204311;60032;Colony founded
4;Info;2468;;204383;60061;Colony founded
4;Info;2468;;204416;60069;Colony founded
4;Info;2468;;204418;60069;Colony founded
4;Info;2468;;204427;60070;Colony founded
4;Diplo;2468;2136;;60075;First Contact: No intercourse!
4;Diplo;2468;2137;;60091;First Contact: War!
4;Battle;2468;2137;204497;60091;Planet conquered by race 2468
4;Info;2468;;204552;60105;Colony founded
4;Info;2468;;204578;60114;Colony founded
4;Info;2468;;204582;60114;Colony founded
4;Info;2468;;204584;60114;Colony founded
4;Info;2468;;204633;60125;Colony founded
4;Info;2468;;204640;60126;Colony founded
4;Info;2468;;204678;60143;Colony founded
4;Info;2468;;204718;60160;Colony founded
4;Info;2468;;204721;60160;Colony founded
4;Info;2468;;204800;60185;Colony founded
4;Info;2468;;204966;60229;Colony founded
4;Info;2468;;206810;60779;Colony founded
4;Info;2468;;206854;60790;Colony founded
4;Info;2468;;206885;60799;Colony founded
4;Info;2468;;206959;60819;Colony founded
4;Info;2468;;206963;60819;Colony founded
4;Diplo;2468;2162;;60859;First Contact: Alliance!
4;Civ;2162;;;;TL uplifting from 3 to 7 (New gov : Corporation)
4;Info;2468;;207068;60860;Colony founded
4;Info;2468;;207072;60861;Colony founded
4;Info;2468;;207095;60873;Colony founded
4;Info;2468;;207102;60874;Colony founded
4;Diplo;2468;2163;;60902;First Contact: War!
4;Battle;2468;2163;207207;60902;Planet conquered by race 2468
4;Diplo;2468;2166;;60948;First Contact: War!
4;Battle;2468;2166;207388;60948;Planet conquered by race 2468
4;Info;2468;;207402;60949;Colony founded
4;Info;2468;;207448;60965;Colony founded
4;Info;2468;;207547;60995;Colony founded
4;Info;2468;;207549;60995;Colony founded
4;Info;2468;;207550;60995;Colony founded
4;Info;2468;;207577;61008;Colony founded
4;Info;2468;;207578;61009;Colony founded
4;Diplo;2468;2169;;61010;First Contact: War!
4;Battle;2468;2169;207581;61010;Planet conquered by race 2468
4;Info;2468;;207631;61026;Colony founded
4;Info;2468;;207727;61052;Colony founded
4;Info;2468;;207736;61054;Colony founded
4;Info;2468;;207773;61067;Colony founded
4;Info;2468;;207777;61069;Colony founded
4;Info;2468;;207844;61084;Colony founded
4;Info;2468;;207876;61091;Colony founded
4;Info;2468;;207919;61103;Colony founded
4;Info;2468;;207922;61104;Colony founded
4;Info;2468;;207936;61108;Colony founded
4;Info;2468;;208046;61135;Colony founded
4;Info;2468;;208062;61140;Colony founded
4;Diplo;2468;2174;;61176;First Contact: War!
4;Battle;2468;2174;208170;61176;Planet conquered by race 2468
4;Info;2468;;208229;61190;Colony founded
4;Info;2468;;208234;61192;Colony founded
4;Info;2468;;208239;61194;Colony founded
4;Info;2468;;208255;61197;Colony founded
4;Info;2468;;208322;61219;Colony founded
4;Info;2468;;208457;61257;Colony founded
4;Info;2468;;208530;61284;Colony founded
4;Info;2468;;210245;61789;Colony founded
4;Info;2468;;210255;61791;Colony founded
4;Diplo;2468;2202;;61809;First Contact: War!
4;Battle;2468;2202;210326;61809;Planet conquered by race 2468
4;Info;2468;;210402;61834;Colony founded
4;Info;2468;;210404;61834;Colony founded
4;Info;2468;;210409;61837;Colony founded
4;Info;2468;;210410;61838;Colony founded
4;Info;2468;;210445;61849;Colony founded
4;Info;2468;;210451;61850;Colony founded
4;Info;2468;;210493;61865;Colony founded
4;Info;2468;;210596;61894;Colony founded
4;Info;2468;;210608;61895;Colony founded
4;Info;2468;;210644;61907;Colony founded
4;Info;2468;;210654;61910;Colony founded
4;Info;2468;;210657;61910;Colony founded
4;Info;2468;;210772;61950;Colony founded
4;Diplo;2468;2204;;61953;First Contact: Trade!
4;Info;2468;;210878;61981;Colony founded
4;Info;2468;;210967;62000;Colony founded
4;Info;2468;;210998;62010;Colony founded
4;Info;2468;;211007;62013;Colony founded
4;Info;2468;;211012;62016;Colony founded
4;Info;2468;;211018;62016;Colony founded
4;Diplo;2468;2206;;62046;First Contact: War!
4;Battle;2468;2206;211123;62046;Planet conquered by race 2468
4;Info;2468;;211162;62057;Colony founded
4;Info;2468;;211223;62069;Colony founded
4;Info;2468;;211239;62072;Colony founded
4;Info;2468;;211240;62072;Colony founded
4;Info;2468;;211247;62073;Colony founded
4;Info;2468;;211248;62073;Colony founded
4;Info;2468;;211318;62096;Colony founded
4;Info;2468;;211380;62111;Colony founded
4;Info;2468;;211386;62112;Colony founded
4;Diplo;2468;2209;;62117;First Contact: No intercourse!
4;Info;2468;;211455;62131;Colony founded
4;Diplo;2468;2210;;62134;First Contact: Alliance!
4;Civ;2210;;;;TL uplifting from 1 to 7 (New gov : Imperialism)
4;Info;2468;;211696;62189;Colony founded
4;Info;2468;;211715;62199;Colony founded
4;Info;2468;;211808;62223;Colony founded
4;Info;2468;;211836;62233;Colony founded
4;Info;2468;;211874;62245;Colony founded
4;Info;2468;;211911;62259;Colony founded
4;Info;2468;;213610;62794;Colony founded
4;Info;2468;;213617;62795;Colony founded
4;Info;2468;;213633;62798;Colony founded
4;Info;2468;;213696;62813;Colony founded
4;Info;2468;;213697;62813;Colony founded
4;Diplo;2468;2233;;62815;First Contact: Trade!
4;Diplo;2468;2234;;62838;First Contact: Alliance!
4;Civ;2234;;;;TL uplifting from 4 to 7 (New gov : Ploutocracy)
4;Info;2234;;213790;62838;Colony founded
4;Info;2468;;213896;62868;Colony founded
4;Info;2468;;214110;62927;Colony founded
4;Diplo;2468;2238;;62940;First Contact: War!
4;Battle;2468;2238;214137;62940;Planet conquered by race 2468
4;Info;2468;;214169;62951;Colony founded
4;Info;2468;;214178;62953;Colony founded
4;Info;2468;;214286;62986;Colony founded
4;Info;2468;;214366;63010;Colony founded
4;Diplo;2468;2239;;63047;First Contact: Alliance!
4;Civ;2239;;;;TL uplifting from 1 to 7 (New gov : Theocracy)
4;Info;2468;;214697;63120;Colony founded
4;Info;2468;;214712;63126;Colony founded
4;Diplo;2468;2244;;63127;First Contact: Alliance!
4;Civ;2244;;;;TL uplifting from 3 to 7 (New gov : Matriarchy)
4;Info;2468;;214725;63130;Colony founded
4;Info;2468;;214751;63135;Colony founded
4;Info;2468;;214792;63149;Colony founded
4;Info;2468;;214794;63149;Colony founded
4;Info;2468;;214916;63187;Colony founded
4;Info;2468;;214921;63189;Colony founded
4;Info;2468;;214923;63189;Colony founded
4;Info;2468;;214959;63202;Colony founded
4;Info;2468;;214962;63204;Colony founded
4;Diplo;2468;2247;;63215;First Contact: War!
4;Battle;2468;2247;215017;63215;Planet conquered by race 2468
4;Info;2468;;217218;63843;Colony founded
4;Info;2468;;217229;63844;Colony founded
4;Info;2468;;217244;63848;Colony founded
4;Info;2468;;217249;63850;Colony founded
4;Info;2468;;217256;63851;Colony founded
4;Info;2468;;217311;63867;Colony founded
4;Info;2468;;217364;63881;Colony founded
4;Info;2468;;217449;63905;Colony founded
4;Info;2468;;217452;63905;Colony founded
4;Info;2468;;217511;63917;Colony founded
4;Info;2468;;217536;63925;Colony founded
4;Info;2468;;217538;63925;Colony founded
4;Info;2468;;217682;63973;Colony founded
4;Info;2468;;217686;63973;Colony founded
4;Info;2468;;217688;63974;Colony founded
4;Diplo;2468;2277;;63989;First Contact: War!
4;Battle;2468;2277;217715;63989;Planet conquered by race 2468
4;Info;2468;;217767;64008;Colony founded
4;Info;2468;;217838;64026;Colony founded
4;Diplo;2468;2279;;64043;First Contact: War!
4;Battle;2468;2279;217902;64043;Planet conquered by race 2468
4;Diplo;2468;2280;;64046;First Contact: Trade!
4;Info;2468;;218084;64097;Colony founded
4;Info;2468;;218087;64097;Colony founded
4;Info;2468;;218245;64138;Colony founded
4;Diplo;2468;2283;;64140;First Contact: War!
4;Battle;2468;2283;218248;64140;Planet conquered by race 2468
4;Info;2468;;218254;64141;Colony founded
4;Info;2468;;218277;64148;Colony founded
4;Info;2468;;218281;64148;Colony founded
4;Info;2468;;218342;64167;Colony founded
4;Info;2468;;218346;64167;Colony founded
4;Info;2468;;218347;64167;Colony founded
4;Info;2468;;218441;64194;Colony founded
4;Info;2468;;218447;64195;Colony founded
4;Info;2468;;218486;64213;Colony founded
4;Info;2468;;218488;64214;Colony founded
4;Info;2468;;218490;64214;Colony founded
4;Info;2468;;218557;64231;Colony founded
4;Diplo;2468;2286;;64241;First Contact: Trade!
4;Diplo;2468;2287;;64243;First Contact: War!
4;Battle;2468;2287;218595;64243;Planet conquered by race 2468
4;Info;2468;;218605;64245;Colony founded
4;Info;2468;;218611;64245;Colony founded
4;Diplo;2468;2289;;64256;First Contact: Alliance!
4;Civ;2289;;;;TL uplifting from 3 to 7 (New gov : Theocracy)
4;Info;2468;;218640;64257;Colony founded
4;Info;2468;;218675;64269;Colony founded
4;Info;2468;;218678;64269;Colony founded
4;Diplo;2468;2290;;64272;First Contact: Alliance!
4;Civ;2290;;;;TL uplifting from 3 to 7 (New gov : Imperialism)
4;Info;2290;;218690;64272;Colony founded
4;Info;2290;;218693;64272;Colony founded
4;Info;2468;;218732;64284;Colony founded
4;Info;2468;;218738;64285;Colony founded
4;Info;2468;;218822;64312;Colony founded
4;Info;2468;;220706;64859;Colony founded
4;Info;2468;;220796;64884;Colony founded
4;Info;2468;;220914;64911;Colony founded
4;Info;2468;;220922;64912;Colony founded
4;Diplo;2468;2309;;64940;First Contact: War!
4;Battle;2468;2309;221004;64940;Planet conquered by race 2468
4;Info;2468;;221010;64941;Colony founded
4;Info;2468;;221013;64941;Colony founded
4;Info;2468;;221017;64942;Colony founded
4;Info;2468;;221189;64996;Colony founded
4;Info;2468;;221191;64996;Colony founded
4;Info;2468;;221220;65001;Colony founded
4;Info;2468;;221226;65003;Colony founded
4;Info;2468;;221229;65004;Colony founded
4;Info;2468;;221232;65006;Colony founded
4;Info;2468;;221244;65008;Colony founded
4;Info;2468;;221306;65029;Colony founded
4;Info;2468;;221353;65044;Colony founded
4;Info;2468;;221355;65045;Colony founded
4;Info;2468;;221438;65067;Colony founded
4;Info;2468;;221498;65084;Colony founded
4;Info;2468;;221508;65087;Colony founded
4;Info;2468;;221554;65099;Colony founded
4;Info;2468;;221560;65100;Colony founded
4;Info;2468;;221632;65120;Colony founded
4;Info;2468;;221753;65157;Colony founded
4;Info;2468;;221755;65157;Colony founded
4;Info;2468;;221767;65159;Colony founded
4;Info;2468;;221777;65160;Colony founded
4;Info;2468;;221860;65182;Colony founded
4;Info;2468;;221864;65184;Colony founded
4;Info;2468;;221910;65196;Colony founded
4;Info;2468;;221912;65197;Colony founded
4;Info;2468;;221915;65200;Colony founded
4;Info;2468;;221916;65200;Colony founded
4;Diplo;2468;2313;;65216;First Contact: War!
4;Battle;2468;2313;221963;65216;Planet conquered by race 2468
4;Info;2468;;222028;65234;Colony founded
4;Info;2468;;222095;65254;Colony founded
4;Diplo;2468;2315;;65265;First Contact: Alliance!
4;Civ;2315;;;;TL uplifting from 3 to 7 (New gov : Imperialism)
4;Info;2468;;222160;65282;Colony founded
4;Info;2468;;222165;65283;Colony founded
4;Diplo;2468;2179;;65318;First Contact: Trade!
4;Info;2468;;222281;65319;Colony founded
4;Info;2468;;222288;65320;Colony founded
4;Info;2468;;224107;65827;Colony founded
4;Info;2468;;224119;65830;Colony founded
4;Diplo;2468;2333;;65831;First Contact: Alliance!
4;Civ;2333;;;;TL uplifting from 5 to 7 (New gov : Imperialism)
4;Info;2333;;224123;65831;Colony founded
4;Info;2333;;224124;65831;Colony founded
4;Info;2468;;224148;65835;Colony founded
4;Info;2468;;224149;65835;Colony founded
4;Info;2468;;224210;65853;Colony founded
4;Info;2468;;224268;65868;Colony founded
4;Info;2468;;224309;65873;Colony founded
4;Info;2468;;224335;65882;Colony founded
4;Info;2468;;224380;65896;Colony founded
4;Info;2468;;224499;65929;Colony founded
4;Info;2468;;224501;65929;Colony founded
4;Info;2468;;224534;65940;Colony founded
4;Info;2468;;224535;65940;Colony founded
4;Info;2468;;224581;65952;Colony founded
4;Info;2468;;224582;65952;Colony founded
4;Info;2468;;224591;65955;Colony founded
4;Info;2468;;224642;65973;Colony founded
4;Info;2468;;224656;65976;Colony founded
4;Info;2468;;224658;65976;Colony founded
4;Info;2468;;224706;65991;Colony founded
4;Info;2468;;224711;65991;Colony founded
4;Info;2468;;224728;65996;Colony founded
4;Info;2468;;224742;66002;Colony founded
4;Info;2468;;224828;66031;Colony founded
4;Info;2468;;224835;66033;Colony founded
4;Diplo;2468;2338;;66049;First Contact: War!
4;Battle;2468;2338;224876;66049;Planet conquered by race 2468
4;Diplo;2468;2339;;66065;First Contact: Alliance!
4;Civ;2339;;;;TL uplifting from 3 to 7 (New gov : Republic)
4;Info;2339;;224936;66065;Colony founded
4;Info;2339;;224937;66065;Colony founded
4;Info;2468;;224940;66066;Colony founded
4;Info;2468;;224965;66075;Colony founded
4;Info;2468;;225023;66093;Colony founded
4;Info;2468;;225051;66100;Colony founded
4;Info;2468;;225053;66102;Colony founded
4;Info;2468;;225070;66105;Colony founded
4;Info;2468;;225074;66105;Colony founded
4;Info;2468;;225150;66128;Colony founded
4;Info;2468;;225151;66128;Colony founded
4;Info;2468;;225215;66147;Colony founded
4;Info;2468;;225220;66148;Colony founded
4;Info;2468;;225225;66149;Colony founded
4;Info;2468;;225254;66160;Colony founded
4;Diplo;2468;2342;;66175;First Contact: No intercourse!
4;Info;2468;;225371;66195;Colony founded
4;Diplo;2468;2343;;66196;First Contact: Alliance!
4;Civ;2343;;;;TL uplifting from 1 to 7 (New gov : Syndicate)
4;Info;2468;;225394;66199;Colony founded
4;Info;2468;;225397;66199;Colony founded
4;Info;2468;;225398;66199;Colony founded
4;Info;2468;;225469;66224;Colony founded
4;Info;2468;;225519;66244;Colony founded
4;Info;2468;;225524;66244;Colony founded
4;Info;2468;;225600;66268;Colony founded
4;Info;2468;;225790;66322;Colony founded
4;Info;2468;;227585;66833;Colony founded
4;Info;2468;;227591;66834;Colony founded
4;Diplo;2468;2369;;66836;First Contact: War!
4;Battle;2468;2369;227595;66836;Planet conquered by race 2468
4;Diplo;2468;2370;;66853;First Contact: No intercourse!
4;Info;2468;;227670;66854;Colony founded
4;Info;2468;;227716;66870;Colony founded
4;Info;2468;;227719;66870;Colony founded
4;Info;2468;;227743;66879;Colony founded
4;Info;2468;;227796;66892;Colony founded
4;Info;2468;;227885;66921;Colony founded
4;Info;2468;;227896;66924;Colony founded
4;Info;2468;;227946;66945;Colony founded
4;Info;2468;;227947;66945;Colony founded
4;Info;2468;;227950;66945;Colony founded
4;Info;2468;;228004;66959;Colony founded
4;Info;2468;;228007;66959;Colony founded
4;Info;2468;;228089;66985;Colony founded
4;Info;2468;;228278;67039;Colony founded
4;Info;2468;;228327;67054;Colony founded
4;Info;2468;;228334;67055;Colony founded
4;Info;2468;;228385;67070;Colony founded
4;Info;2468;;228462;67092;Colony founded
4;Info;2468;;228473;67095;Colony founded
4;Info;2468;;228505;67106;Colony founded
4;Info;2468;;228511;67106;Colony founded
4;Info;2468;;228515;67108;Colony founded
4;Info;2468;;228516;67108;Colony founded
4;Diplo;2468;2378;;67110;First Contact: Trade!
4;Info;2468;;228579;67124;Colony founded
4;Info;2468;;228585;67125;Colony founded
4;Info;2468;;228630;67142;Colony founded
4;Info;2468;;228643;67144;Colony founded
4;Info;2468;;228661;67148;Colony founded
4;Info;2468;;228662;67148;Colony founded
4;Info;2468;;228697;67159;Colony founded
4;Info;2468;;228701;67159;Colony founded
4;Diplo;2468;2382;;67160;First Contact: No intercourse!
4;Info;2468;;228748;67169;Colony founded
4;Info;2468;;228788;67181;Colony founded
4;Diplo;2468;2383;;67207;First Contact: War!
4;Battle;2468;2383;228888;67207;Planet conquered by race 2468
4;Diplo;2468;2384;;67208;First Contact: Trade!
4;Info;2468;;228919;67218;Colony founded
4;Diplo;2468;2388;;67219;First Contact: Alliance!
4;Civ;2388;;;;TL uplifting from 3 to 7 (New gov : Theocracy)
4;Info;2468;;228925;67221;Colony founded
4;Info;2468;;228929;67222;Colony founded
4;Info;2468;;228936;67224;Colony founded
4;Diplo;2468;2391;;67254;First Contact: War!
4;Battle;2468;2391;229042;67254;Planet conquered by race 2468
4;Diplo;2468;2392;;67255;First Contact: War!
4;Battle;2468;2392;229051;67255;Planet conquered by race 2468
4;Info;2468;;229107;67269;Colony founded
4;Info;2468;;229110;67269;Colony founded
4;Info;2468;;229141;67279;Colony founded
4;Info;2468;;229147;67282;Colony founded
4;Info;2468;;229150;67282;Colony founded
4;Diplo;2468;2395;;67299;First Contact: War!
4;Battle;2468;2395;229224;67299;Planet conquered by race 2468
4;Info;2468;;229287;67314;Colony founded
4;Info;2468;;229387;67348;Colony founded
4;Info;2468;;231225;67908;Colony founded
4;Info;2468;;231231;67911;Colony founded
4;Info;2468;;231234;67912;Colony founded
4;Info;2468;;231286;67926;Colony founded
4;Info;2468;;231304;67932;Colony founded
4;Info;2468;;231354;67946;Colony founded
4;Info;2468;;231388;67954;Colony founded
4;Info;2468;;231446;67970;Colony founded
4;Info;2468;;231451;67971;Colony founded
4;Info;2468;;231495;67984;Colony founded
4;Info;2468;;231550;67995;Colony founded
4;Info;2468;;231582;68003;Colony founded
4;Info;2468;;231603;68008;Colony founded
4;Info;2468;;231668;68029;Colony founded
4;Info;2468;;231681;68030;Colony founded
4;Info;2468;;231683;68030;Colony founded
4;Info;2468;;231686;68030;Colony founded
4;Info;2468;;232053;68139;Colony founded
4;Info;2468;;232121;68159;Colony founded
4;Info;2468;;232180;68173;Colony founded
4;Info;2468;;232278;68195;Colony founded
4;Info;2468;;232297;68201;Colony founded
4;Info;2468;;232301;68201;Colony founded
4;Info;2468;;232341;68206;Colony founded
4;Info;2468;;232409;68222;Colony founded
4;Info;2468;;232414;68223;Colony founded
4;Diplo;2468;2431;;68250;First Contact: War!
4;Battle;2468;2431;232510;68250;Planet conquered by race 2468
4;Info;2468;;232547;68258;Colony founded
4;Info;2468;;232551;68260;Colony founded
4;Info;2468;;232553;68260;Colony founded
4;Info;2468;;232636;68283;Colony founded
4;Info;2468;;232638;68283;Colony founded
4;Info;2468;;232640;68283;Colony founded
4;Info;2468;;232645;68284;Colony founded
4;Diplo;2468;2432;;68294;First Contact: War!
4;Battle;2468;2432;232704;68294;Planet conquered by race 2468
4;Battle;2468;2432;232708;68294;Planet conquered by race 2468
4;Diplo;2468;2434;;68295;First Contact: Alliance!
4;Civ;2434;;;;TL uplifting from 6 to 7
4;Info;2434;;232713;68295;Colony founded
4;Info;2468;;232716;68296;Colony founded
4;Diplo;2468;2435;;68297;First Contact: War!
4;Battle;2468;2435;232720;68297;Planet conquered by race 2468
4;Info;2468;;232825;68324;Colony founded
4;Info;2468;;232849;68335;Colony founded
4;Info;2468;;232853;68335;Colony founded
4;Info;2468;;232918;68351;Colony founded
4;Info;2468;;232941;68360;Colony founded
4;Info;2468;;232988;68374;Colony founded
4;Info;2468;;232990;68375;Colony founded
4;Info;2468;;232999;68377;Colony founded
4;Info;2468;;233065;68393;Colony founded
4;Info;2468;;235021;68952;Colony founded
4;Info;2468;;235030;68953;Colony founded
4;Info;2468;;235052;68962;Colony founded
4;Info;2468;;235056;68964;Colony founded
4;Info;2468;;235111;68979;Colony founded
4;Info;2468;;235345;69046;Colony founded
4;Info;2468;;235347;69047;Colony founded
4;Info;2468;;235356;69052;Colony founded
4;Info;2468;;235405;69069;Colony founded
4;Info;2468;;235406;69069;Colony founded
4;Info;2468;;235455;69085;Colony founded
4;Info;2468;;235489;69096;Colony founded
4;Info;2468;;235526;69109;Colony founded
4;Info;2468;;235586;69122;Colony founded
4;Info;2468;;235587;69122;Colony founded
4;Info;2468;;235588;69122;Colony founded
4;Info;2468;;235618;69132;Colony founded
4;Info;2468;;235704;69165;Colony founded
4;Diplo;2468;2476;;69179;First Contact: War!
4;Battle;2468;2476;235748;69179;Planet conquered by race 2468
4;Info;2468;;235820;69195;Colony founded
4;Info;2468;;235830;69197;Colony founded
4;Info;2468;;235870;69209;Colony founded
4;Info;2468;;235873;69210;Colony founded
4;Diplo;2468;2478;;69231;First Contact: War!
4;Battle;2468;2478;235934;69231;Planet conquered by race 2468
4;Diplo;2468;2479;;69232;First Contact: Trade!
4;Info;2468;;236052;69276;Colony founded
4;Info;2468;;236053;69276;Colony founded
4;Info;2468;;236054;69276;Colony founded
4;Info;2468;;236080;69281;Colony founded
4;Info;2468;;236086;69282;Colony founded
4;Info;2468;;236148;69297;Colony founded
4;Info;2468;;236205;69317;Colony founded
4;Diplo;2468;2480;;69319;First Contact: Alliance!
4;Civ;2480;;;;TL uplifting from 1 to 7 (New gov : Oligarchy)
4;Info;2468;;236216;69322;Colony founded
4;Info;2468;;236232;69329;Colony founded
4;Info;2468;;236341;69360;Colony founded
4;Info;2468;;236342;69360;Colony founded
4;Info;2468;;236345;69360;Colony founded
4;Info;2468;;238095;69912;Colony founded
4;Diplo;2468;2494;;69916;First Contact: War!
4;Battle;2468;2494;238105;69916;Planet conquered by race 2468
4;Info;2468;;238249;69958;Colony founded
4;Info;2468;;238251;69958;Colony founded
4;Info;2468;;238253;69959;Colony founded
4;Info;2468;;238256;69961;Colony founded
4;Info;2468;;238314;69975;Colony founded
4;Info;2468;;238373;69990;Colony founded
4;Diplo;2468;2496;;69994;First Contact: Trade!
4;Info;2468;;238500;70022;Colony founded
4;Info;2468;;238732;70100;Colony founded
4;Diplo;2468;2499;;70117;First Contact: Alliance!
4;Civ;2499;;;;TL uplifting from 3 to 7 (New gov : Corporation)
4;Info;2468;;238911;70138;Colony founded
4;Info;2468;;238983;70161;Colony founded
4;Info;2468;;238985;70161;Colony founded
4;Info;2468;;238992;70163;Colony founded
4;Info;2468;;239026;70178;Colony founded
4;Info;2468;;239040;70182;Colony founded
4;Info;2468;;239060;70187;Colony founded
4;Info;2468;;239062;70189;Colony founded
4;Info;2468;;239137;70207;Colony founded
4;Info;2468;;239178;70218;Colony founded
4;Info;2468;;239181;70219;Colony founded
4;Info;2468;;239236;70232;Colony founded
4;Info;2468;;239242;70232;Colony founded
4;Info;2468;;239248;70233;Colony founded
4;Info;2468;;239253;70234;Colony founded
4;Info;2468;;239276;70242;Colony founded
4;Info;2468;;239280;70244;Colony founded
4;Info;2468;;239375;70267;Colony founded
4;Info;2468;;239388;70269;Colony founded
4;Info;2468;;239424;70280;Colony founded
4;Info;2468;;239425;70280;Colony founded
4;Info;2468;;239448;70288;Colony founded
4;Diplo;2468;2505;;70292;First Contact: Alliance!
4;Civ;2505;;;;TL uplifting from 1 to 7 (New gov : Federation)
4;Info;2468;;239514;70306;Colony founded
4;Info;2468;;239527;70309;Colony founded
4;Diplo;2468;2506;;70311;First Contact: No intercourse!
4;Info;2468;;239590;70326;Colony founded
4;Info;2468;;239612;70332;Colony founded
4;Info;2468;;239709;70354;Colony founded
4;Info;2468;;239746;70370;Colony founded
4;Info;2468;;239763;70377;Colony founded
4;Info;2468;;239766;70378;Colony founded
4;Info;2468;;239778;70380;Colony founded
4;Diplo;2468;2509;;70384;First Contact: Alliance!
4;Civ;2509;;;;TL uplifting from 5 to 7 (New gov : Computer Oligarchy)
4;Info;2468;;239814;70394;Colony founded
4;Info;2468;;239844;70403;Colony founded
4;Info;2468;;239851;70405;Colony founded
4;Info;2468;;239962;70444;Colony founded
4;Diplo;2468;2516;;70456;First Contact: Alliance!
4;Civ;2516;;;;TL uplifting from 4 to 7 (New gov : Bureaucracy)
4;Info;2468;;241601;70932;Colony founded
4;Info;2468;;241620;70934;Colony founded
4;Info;2468;;241621;70934;Colony founded
4;Info;2468;;241673;70949;Colony founded
4;Info;2468;;241679;70949;Colony founded
4;Info;2468;;241691;70952;Colony founded
4;Info;2468;;241705;70958;Colony founded
4;Info;2468;;241878;71007;Colony founded
4;Info;2468;;241880;71007;Colony founded
4;Info;2468;;241998;71041;Colony founded
4;Info;2468;;242060;71062;Colony founded
4;Info;2468;;242067;71064;Colony founded
4;Info;2468;;242075;71064;Colony founded
4;Info;2468;;242077;71065;Colony founded
4;Info;2468;;242128;71077;Colony founded
4;Info;2468;;242135;71077;Colony founded
4;Diplo;2468;2542;;71081;First Contact: Alliance!
4;Civ;2542;;;;TL uplifting from 2 to 7 (New gov : Technocracy)
4;Info;2468;;242145;71082;Colony founded
4;Info;2468;;242250;71112;Colony founded
4;Info;2468;;242284;71117;Colony founded
4;Diplo;2468;2546;;71175;First Contact: Alliance!
4;Civ;2546;;;;TL uplifting from 3 to 7 (New gov : Republic)
4;Info;2468;;242556;71185;Colony founded
4;Diplo;2468;2547;;71198;First Contact: War!
4;Battle;2468;2547;242589;71198;Planet conquered by race 2468
4;Info;2468;;242604;71203;Colony founded
4;Diplo;2468;2548;;71206;First Contact: War!
